dr_epibolyT24hpf_Dome_19	0.091108	0.094783	0.895714	0.9950466,0.0127061,-0.0005941,-0.0000839,-0.0000004,0.0054646,0.960311,0.0224081,-0.0000309,-0.0002785,-0.0004775,0.0266272,0.9526023,0.0115882,0.0061445,0.000004,-0.000792,0.0301926,0.9628486,0.0204504,-0.0000377,0.0011475,-0.0046071,0.0256706,0.9736851
dr_epibolyT24hpf_Dome_20	0.091134	0.094629	0.895883	0.995292,0.0120849,-0.0005721,-0.0000796,-0.0000001,0.0051976,0.962241,0.0213354,-0.0000357,-0.0002684,-0.0004578,0.0253527,0.9548951,0.0110289,0.0058427,0.0000044,-0.0007745,0.0287482,0.9646514,0.0194548,-0.000036,0.0010957,-0.0044048,0.024428,0.9749721
dr_epibolyT24hpf_1OD_1	0.086346	0.150186	0.835621	0.913,0.1573,0.0173,0.001,0.0001,0.0745,0.5515,0.1971,0.0237,0.0141,0.0118,0.2259,0.4676,0.1264,0.0949,0.0004,0.0554,0.2849,0.5731,0.2814,0.0002,0.01,0.0331,0.2758,0.6095
dr_epibolyT24hpf_1OD_2	0.088379	0.126289	0.861466	0.953342,0.0935369,0.0025029,0.0000595,-0.0002044,0.044173,0.7239979,0.1418057,0.0078028,0.0031949,0.0028962,0.1626525,0.6539094,0.0833238,0.0560652,-0.0005035,0.0144808,0.2060817,0.7223988,0.1821502,0.0000398,0.0053932,-0.004305,0.186415,0.7587942
dr_epibolyT24hpf_1OD_3	0.089356	0.116123	0.872483	0.9680939,0.066389,-0.0003087,0.0000075,-0.0001419,0.0313175,0.8014768,0.1074805,0.0037275,0.0009379,0.0009526,0.1233299,0.7459748,0.0615208,0.0396245,-0.0004053,0.0044686,0.1571925,0.7963367,0.133093,0.0000055,0.0043796,-0.0103443,0.1384076,0.8264867
dr_epibolyT24hpf_1OD_4	0.089892	0.110546	0.878535	0.9757538,0.0514279,-0.0010843,0.0000074,-0.000099,0.0242457,0.8451314,0.0860637,0.0021332,0.0001985,0.0002909,0.098777,0.7997501,0.048653,0.0306147,-0.0003101,0.0009635,0.1263747,0.8395071,0.1046141,-0.0000073,0.0037345,-0.0111087,0.1096995,0.8646719
dr_epibolyT24hpf_1OD_5	0.090227	0.107032	0.882352	0.9804465,0.0419624,-0.0013085,0.0000109,-0.0000729,0.019776,0.8730875,0.0716387,0.0013568,-0.0000997,0.0000133,0.0822327,0.8348475,0.0402061,0.0249365,-0.0002448,-0.0005058,0.1054732,0.8676699,0.0861101,-0.0000127,0.0032513,-0.0106548,0.0907564,0.8891262
dr_epibolyT24hpf_1OD_6	0.090456	0.104618	0.884979	0.9836168,0.0354369,-0.0013472,0.0000135,-0.0000563,0.0166966,0.8925086,0.0613102,0.0009245,-0.0002326,-0.0001168,0.0703837,0.8595179,0.034247,0.0210326,-0.0001998,-0.0011797,0.0904364,0.8874584,0.073145,-0.0000149,0.0028742,-0.0099208,0.0773567,0.9061113
dr_epibolyT24hpf_1OD_7	0.090621	0.102857	0.886894	0.9859024,0.0306666,-0.001317,0.0000149,-0.000045,0.0144464,0.906781,0.0535654,0.000661,-0.0002934,-0.0001811,0.061497,0.8777936,0.0298214,0.0181846,-0.0001677,-0.0014969,0.0791224,0.9021133,0.0635631,-0.0000157,0.0025728,-0.0091676,0.0673895,0.9185908
dr_epibolyT24hpf_1OD_8	0.090745	0.101516	0.888353	0.9876282,0.0270277,-0.0012614,0.0000156,-0.0000371,0.0127305,0.9177108,0.0475484,0.0004896,-0.0003197,-0.0002128,0.054592,0.8918706,0.0264062,0.0160154,-0.0001438,-0.0016393,0.07031,0.9133985,0.056196,-0.0000158,0.0023269,-0.0084704,0.0596901,0.9281454
